Number ,Date,Rating ,Label ,User,Review
230,24 Januari 2023,5,Possitive,Hotman Surya,"Aplikasi Pln mobile sangat membantu, kita bisa tau tagihan, pemadaman, tambah daya serta lainnya dan tanpa perlu repot ke kantor. Terlebih lagi fiturnya yang semakin bagus. Terimakasih kepada pln dan serta kayawan lainnya."
231,2 Februari 2023,2,Negative,SamDik,Ini gak ada apa ya copy nomer meter kalo mau beli token atau bayar tagihan bulanan di aplikasi langsung? Aplikasi kok ribet bener sih. Masa harus nukis manual lagi manual lagi tiap mau bayar ayau beli token. Perbaiki dulu lah.
232,26 Januari 2023,3,Neutral,PERI AZHARI,"Aplikasi nyah lumayan saya suka, tidak ada biaya ADM nyah, hanya saja saat kita melakukan isi token itu kalau kita mau bayar pake virtual BANK ada biaya layanan nyah ya sama saja ada ADM nyah, aku kira tidak ada biyaya sama sekali, alias geratis ADM dan biaya layanan."
233,14 Februari 2023,5,Possitive,Kiki Rikiawati,"Meski harus drama diawal dengan Bapake karena nomor token yang diinput gagal terus dan menyebabkan listrik dirumahpun padam. Dan setelah browsing orang² yg menggunakan sistem prabayar memang memiliki kendala yg sama, terus disarankan untuk membuat pengaduan melalui aplikasi PLN Mobile. Yowislaah yaah, tpi memang sih tidak lama setelah itu langsung direspond petugas PLN dan dibantu juga dipandu dri jarak jauh. Hatur nuhun,mungkin saran saja sih lain kali bisalah woro² dulu kalau ada pembaharuan."
234,26 Januari 2023,5,Possitive,Feri Qotro Amaith,Aplikasi yg sangat efisien dan sangat membantu. Bayar listrik tanpa admin. pengaduannya juga cepat tanggap. Tingkatkan terus inovasi dan servicenya ya. Terimakasih.
235,1 Februari 2023,5,Possitive,Yoannes Wiratna Putra,Aplikasinya sangat membantu dan memudahkan electrizen. Jika ad gangguan bisa langsung lapor via pln mobile. Electrizen jg bs melihat history pemakaian pulsa (untuk pelanggan prabayar) sehingga memudahkan pengaturan biaya listrik bulanan. Keren !
236,6 Februari 2023,5,Possitive,neni dewi,"aplikasi yg sangat membantu, pelanggan bisa mendapatkan info tentang pemadaman, migrasi, pasang baru, tambah daya dan pengaduan jika ada gangguan. terimakasih pln untuk kemudahan aksesnya"
237,18 Januari 2023,5,Possitive,Adi Purbaya,Sudah ada marketplacenya.. bisa bayar online.. semoga byk promo yg bayar pakai top up saldo.. PLN sudah banyak perkembangan ke arah lebih baik.. luar biasa..
238,27 Januari 2023,2,Negative,Noverisita iriani w.,"Maaf sebelumnya..niat hati instal app ini buat ukur meter mandiri krn bapak cek meternya dah ga pernah ngecek langsung ke rumah,ternyata malah appnya berat dan sulit digunakan,ukur meter tidak bisa diup,berulang kali..kecewa..tolong diperbaiki lagi.."
239,7 Februari 2023,5,Possitive,Hermila Adeputri,"Aplikasi PLN mobile merupakan aplikasi yang bagus dan sangat bermanfaat bagi saya, karena semua yang berhubungan dengan listrik seperti listrik,tagihan dan yang lainnya dapat dilakukan dengan mudah..."
240,2 Februari 2023,5,Possitive,Sahdan Danker,"Aplikasi yg sangat membantu,bisa tau pemadaman,pasang baru,penagihan,tambah daya,dan pengaduan bisa dengan cepat d tangani,sangat membantu bisa tau seputaran PLN tanpa datang ke kantor PLN,pokoknya MANTAP,,YESS"
241,1 Februari 2023,5,Possitive,Dedi plur Slenge'an,"makip mantap untuk PLN, Semua tersedia di aplikasi Lebih simpel pegunaan semua ada di aplikasi mulai dari isi token, pengaduan, tambah daya, pasang baru dan bisa juga untuk isi kendaraan listrik di sport2 tertentu. tambah maju untuk PLN kedepannya"
242,31 Januari 2023,5,Possitive,kaku poda BF,"Asek, mantap, kebantu banget dengan Apk PLN MOBILE ini, semua informasi ada dan masalah kelistrikan dirumah dapat diselesaikan hanya melalui Aplikasi saja, mau pagi, siang atau malam, petugas PLN selalu sigap dan gesit dan kita gk harus repot2 ke kantor pln untuk pengaduan, terima kasih PLN MOBILE 🙏"
243,18 Januari 2023,5,Possitive,mirawati syauqiyah (abdurrohman),"Lebih mudah membeli pulsa listrik, pengaduan dan layanan lainnya terhadap konsumen, bisa melihat pemakaian listrik sehari harinya sehingga bisa mengontrol pemakaian listrik walaupun sedang di luar rumah. Pengaduan pun lebih cepat di respon. Namun, aplikasi nya terkadang sering eror. Semoga kedepan aplikasi nya bisa lebih baik lagi"
244,3 Februari 2023,1,Negative,DhaNy PeaCeLove,Merasa sangat kecewa . Saya berencana memasang wifi dan di anjurkan menulis data dan melakukan. Pembayaran saya lakukan dari tanggal 9 oktober dan ada tim pemasangan di tanggal 11 oktober. Tapi pemasangan gagal karena dari pihak pemasangan mengatakan server sudah penuh untuk sekitar rumah saya. Dan selang beberapa hari ada yang menghubingi tentang pengambalian dana. Dan sampai sekarang belum ada kejelasan. Menghubingi sales pun seperti kurang tanggung jawab atas keluhan saya MOHON PENCERAHANNYA.
245,7 Februari 2023,5,Possitive,Rizki Saputra,"Mantav... Di era kuota kek gini emang paling dibutuhin aplikasi kek gini. Ngecek tagihan lebih jelas, laporin gangguan enak, penanganan cepat, dan info seputar kendaraan listrik dan spklu nya lengkap. Semoga kesampean beli Kendaraan Listrik kedepannya 😁"
246,16 Januari 2023,1,Negative,Iam Excel,untuk Wifi ICONNET ny sangat mengecewakan...masak tiap bulan harus minta tagihan buat bayar Wifi ny..katany tiap bulan tagihan masum lwt @mail...bantuan sudah coba di hubungi semua lwt wa dan tlvn respon leemooot tpi gk ad solusi...katany mau di kirim Tagihan lwt @mail tpi gk ad masuk sampai sudah beberpa hari Wifi tdk bisa di gunakan....padahal mau bayar kok susah amat....tolong PLN di perbaiki lagi sistem dan layanan ny
247,20 Februari 2023,5,Possitive,Mus lim,"Aplikasinya mantaaap, menunya banyak bisa untuk cek tagihan, pendaftaran baru, laporan gangguan dsb. PLN memang terbaik."
248,16 Februari 2023,5,Possitive,Tria Wulandari,"Respon pengaduan yg cepat, penanganan gak bertele tele, sangat bermanfaat sekali adanya aplikasi PLN Mobile ini, pelanggan gak perlu bolak2 ke kantor , cukup lewat aplikasi jadi lebih mudah, makin sukses dan semoga semakin bagus fitur2 di aplikasi ini."
249,24 Januari 2023,5,Neutral,AHMAD RIYANTO,"Kenapa tidak bisa masuk ada tulisan sedang ada gangguan di jaringan atau sistem padahal jaringan internet saya lancar, tolong dong diperbaiki dan saya minta seluruh permasalahan tentang aplikasi PLN mobile langsung diperbaiki ya agar kita bisa nyaman menggunakan aplikasi PLN mobile"
250,26 Januari 2023,5,Possitive,Fikri,"Merasa sangat terbantu dengan pln mobile terutama Pengaduan Gangguan lebih mudah dan proses lebih cepat. Demikian juga untuk proses tambah daya dan pasang baru, semua jadi makin mudah dan transparan"
251,18 Februari 2023,5,Possitive,heri yanto,"bagus...mempermudah.tp untuk penukaran poinnya lemot mau cek vocer jg lemot...dtingaktkan kcptannya... (sama aj udah sya clear chace tetep, untuk bayar listrik dll cepet pas point dan cek vocer lemot...malah lihat vocer saya gak bisa..))) ini vocher undian saya kok jadi kosong ya .??pdhal dlu ngpulim dan tukar vochermya butuh waktu lama ...in kan sudah waktunya pengundian kok jadi hilang..."
252,29 Januari 2023,5,Possitive,Sinta febriani,"Pertama kali pakai apps PLN untuk pengaduan karena pada saat listrik mati dan saat melakukan pengisian token nomor kwh tidak bisa dipencet semua lngsung melakukan pengaduan via appa PLN mobile alhamdulillah,respos cepat sekali. Petugas lngsung datang dan penangananya Memuaskan. appsnya sangat membantu. Terima kasih PLN Mobile semoga pengaduan ganti KWH jg cepat prosesnya."
253,16 Januari 2023,1,Negative,Agus Rahmat,"Pasang WiFi iconnet belum sebulan udah 2 kali tidak ada jaringan, kacau, lampu indikator normal, lapor sana-sini tidak ada tanggapan, lapor via email tidak ada tanggapan, via wa cuma bot yg bales, via aplikasi cuma diterima tanpa adanya tindak lanjut, nyesel tagihan bulan depan udah dibayar, kalo tau pelayanannya seperti ini,"
254,18 Januari 2023,5,Possitive,Ismail Adam,"Sangat bagus. Karena aplikasi nya sangat mudah di pahami dan mempermudah segala urusan dalam pelayanan. Baik pengaduan, tambah daya dan lain-lain."
255,23 Februari 2023,4,Neutral,Ardiani Fajar Nurrina,"Untuk pencatatan meter SwaCam masih belum Mendeteksi angka dengan benar karena masih dalam pengembangan,. Pertama SwaCam terkirim dg total pemakaian 283695,. & Akhirnya swaCam lagi menulis secara manual, Tpi g tau nanti yg dipake yg mana?"
256,2 Februari 2023,5,Possitive,Yustinus Liha,"Aplikasi yang sangat membantu untuk mengatasi masalah listrik di rumah respon cepat tanpa harus datang ke kantor dan juga fitur-fitur nya lengkap bisa bayar token,perubahan daya dan penyambungan baru pokoknya rekomendasi aman jaya.. Terimakasih PLN MOBILE👍"
257,22 Januari 2023,2,Negative,Hekso Saptono,Pengaduan saya masalah saldo terpotong tp token tidak masuk ke App. Sdh i hr tdk ada tanggapan . Gmn nie.. ? Kenapa sampe skrg gk ada tanggapan yaa... Sementara rating sy turunkan lagi sampe token sy terkirim..
258,7 Februari 2023,5,Possitive,Ahmad Khusairi,"Aplikasi yg sangat membantu sekali ketika jaringan listrik kita bermasalah, cepat respon dalam perbaikan ketika ada trouble di jaringan listrik, selain itu juga beli token listril disini harganya murah dibanding provider lain, sukses terus PLN, terus berinovasi dan berikan yg terbaik untuk pelanggan di Indonesia, PLN Terbaik..👍"
259,7 Februari 2023,5,Possitive,Joks Putraklcc,"Aplikasi ini sangat membantu sekali dengan fitur pengaduan,dengan pelayanan yang ramah dan cepat ketika saya menanyakan pengaduan tagihan listrik yang tiba-tiba naik.semoga kedepannya semakin lebih baik lagi untuk fitur-fitur yan lainnya juga."
260,19 Januari 2023,5,Possitive,Sarip Hidayat,"Alhamdulillah, aplikasi terobosan PLN bagus banget, beda banget dg aplikasi yang sebelumnya. Skrg beli token, tambah daya, pasang baru bahkan pengaduan bisa melalui aplikasi"
261,17 Februari 2023,2,Negative,Bima Fernando,"Yg jelas proses pasang baru lewat aplikasi mudah tapi kata PLN.. ternyata masih butuh waktu lama juga.. harusnya Dari pusat dan daerah lebih singkron . Kalo gk di komplen dulu gk langsung di urusi .. berati kalo pasang baru ataupun tambah daya setelah kita bayar lunas kita jangan diam .langsung buat aduan biar yg daerah tau kalo sudah bayar. Karena nanti di aplikasi akan langsung pindah status dengan cepat dari proses lunas ke nyala ,trus katanya sudah selesai.. 🤣🤣🤣 PLN daerah nuggu kta adu"
262,18 Januari 2023,5,Possitive,Ardiansyah98,"Aplikasinya sangat membantu, memudahkan dalam pelaporan gangguan, mengisi token listrik, dan promo-promonya benar-benar menarik, semoga kedepan terus diperbaharui dan diupgrade mengikuti perkembangan zaman yang selalu memudahkan pelanggan, Aamiin."
263,27 Februari 2023,2,Neutral,Deni Arian Nando,"Kelistrikan bagus. Tapi internet iconnet gangguan terus, tidak direkomendasikan untuk bermain game, gangguan tidak kenal waktu, kadang weekend dan hari kerja baik siang atau malam."
264,18 Januari 2023,5,Possitive,Yandi Kusumah,"Keren sih ini aplikasi nya lengkap udah kayak paket komplit. Banyak info update termasuk promo-promo juga. Selain pengajuan dan pengaduan yang bisa diproses di genggaman tangan, tampilannya juga user friendly. Terima kasih PLN✨."
265,13 Januari 2023,5,Possitive,Nur Yati,"Aplikasinya sangat membantu, fitur yang disajikan juga cukup lengkap mulai dari info pemadaman, pengaduan pelanggan, sampai dengan pembayaran listrik dan pembelian token pun ada. cocoklah buat yang nggak mau ribet, Terimakasih PLN & PLN Mobile"
266,11 Januari 2023,1,Negative,Indah Cahyani,"Sudah saya uninstal. Saya sudah update dan jaringan saya juga stabil masih tidak dapat terbuhung ke servernya, belum lagi akunnya sering log out sendiri dan harus login lagi kalau ingin cek pembayaran. Ribet sih"
267,6 Februari 2023,5,Possitive,Satria Dwi Saputra,"Aplikasi yang bermanfaat, karena bisa cek histori pemakaian listrik, pengaduan dan jika ingin tambah daya bisa pengajuannya mudah sekali.."
268,4 Februari 2023,5,Possitive,Ruswita Rini,"Aplikasi PLN Mobile sangat membantu konsumen dalam permasalahan terkait listrik. Pembelian Token, pengaduan, penyambungan baru, penyambungan sementara, simulasi biaya. Apabila ada gangguan listrik cepat sekali penanganannya. Aplikasi mudah dalam penggunaannya."
269,6 Februari 2023,5,Possitive,Lodri Eka Nanda,"Aplikasi sangat lengkap, baik yang sangat dibutuhkan seperti informasi terkait biaya perubahan daya, dan cara perubahan daya yang cukup membantu, dan yang lebih penting adanya pemberitahuan informasi token akan habis, kemudahan dalam pembelian token itu sendiri banyak pilihan pembayaran juga, topp pln mobile"
270,17 Januari 2023,5,Possitive,baasit kariim,"Alhamdulillah dengan adanya aplikasi PLN mobile sangat membantu kita dalam pembelian token, pengaduan jika gangguan ataupun mau pasang meteran baru... Semoga kedepannya pelayanan PLN selalu menjadi yang terbaik,, aamiin"
271,13 Januari 2023,5,Possitive,Irvan Hardiansyah,"Fitur aplikasinya sdh semakin lengkap, pelayanannya jg praktis, mudah dan cepat. Gk perlu repot tlp call center apa lg datang ke kantor pln utk pasang baru listrik maupun lapor gangguan liatrik di rumah"
272,15 Januari 2023,3,Neutral,Eko Prass,"Aplikasi kenapa sering error ya? Sedikit mengesalkan, kalau log out vouchernya raib atau cuma loadingnya lama berhubung cm buat pantau tagihan tidak masalahlah, pemberitahuan yang sudah lampau tidak bisa dihapus 🤔🧐"
273,17 Januari 2023,5,Possitive,Ozy Dwi Cahya,"Aplikasinya sangat menarik, banyak hal dengan beragam pilihan menu dan dapat memudahkan dalam melayani pelanggan setia PLN maupun informasi tambahan di PLN. Selain itu juga dengan adanya wifi icone dengan harga terjangkau dapat membantu pelanggan setia PLN dalam menikmati layanan internet dirumah. Jaya terus PLN teruslah berkembang untuk negriku ini."
274,7 Februari 2023,5,Neutral,Neng Nada,Kok gak bisa bayar pake shopay?? Gak guna aplikasinya klo bgini mending langsung bayar lewat shopee walaupun biaya adminnya agak mahal :( Edit : tq skrg dh lancar lg bayar pake shopay lewat pln mobile..semoga selalu dipertahankan karna bisa menghemat biaya admin👍
275,23 Februari 2023,2,Neutral,Anto Bogi aja,"untuk versi beta,harusnya jangan semua pengguna ,ada versi pengujian yg mau ,bukan ganti versi eh versi beta,alhasil buat catat meteran gak nyaman,cb ikutin layar kuning,giliran d unggah kepotong dn blm catt meter,versi baru malah g enk,kecewa,kl bisa g usah aneh²lah bikin sesimple aja,yg penting² aja g usah keramaiin jd ribet g simple ,males jg x buka² aplikasi kl g untuk catat meteran,jd g usah aneh²isi nya"
276,27 Januari 2023,1,Negative,Dhir 47,"Untuk PLN ULP Warujayeng, Nganjuk, Jawa Timur penanganan pengaduan lama. Saya buat pengaduan perihal lampu meteran listrik yg nyala warna kuning. Di aplikasi tertera maksimal 3 jam tapi pengaduan saya diselesaikan kurang dari 1 jam namun tidak ada petugas yg datang maupun solusi dari petugasnya. Jadi listrik rumah saya padam lumayan lama. Kyk percuma pengaduan lewat aplikasi. Tolong diperbaiki lagi dalam menangani pengaduan pelanggan."
277,26 Januari 2023,1,Negative,E Sunardi,"Saat mau SWA CAM tiba - tiba keluar sendiri, tolong perbaiki kalo bisa normal kan saja seperti dulu sekali SWA CAM selesai yang penting kan angka meter terbaca."
278,23 Februari 2023,5,Possitive,Samsudi,"Aplikasi yang sangat membantu urusan listrik, cukup 1 jari bisa lapor gangguan dan bayar tagihan. Pernah coba kirim catat meter, tapi salah input idpel tidak bisa diedit ulang atau dihapus"
279,13 Februari 2023,2,Negative,Omas Sobari,"Saldo terpotong, token tidak muncul2. Proses pembayaran lama sekali. Awal pembelian token lancar tpi kenapa malam ini error pembayaran sudah dilakukan tpi token belum keluar"
280,6 Februari 2023,5,Possitive,Antonio Jamie,"Terimakasih atas pelayanannya, dengan aplikasi ini saya jadi tidak bingung harus kemana melapor gangguan, beli pulsa listrik serta kalo ada pemadaman saya mendapatkan info yang aktual berapa lama pemadamannya dan nyalanya. Semoga menjadi lebih baik dan baik lagi"
281,28 Februari 2023,5,Neutral,Haryanto Tjahjadi,"Sepertinya aplikasi belum lengkap dan pelayanan belum maksimal. Contoh : Pengaduan saya dikatakan sudah ada pada halaman depan aplikasi, tapi tidak saya temukan. Pada menu pengaduan, dengan mengisi kode keluhan, baru pengaduan saya ditampilkan 1 arah, berupa laporan terjadinya keluhan dan tindak lanjut yang sudah dilakukan di internal PLN. Kesempatan untuk diskusi tidak ada, juga kesempatan untuk bertanya tentang tindak lanjut yang tidak ada effek terhadap keluhan saya tidak bisa dilakukan."
282,12 Februari 2023,5,Possitive,Shaisasha My,"Sebenarnya bagus kok pelayanan dari aplikasi tapi setidaknya di seluruh lini pelayanan juga, terutama dari akun sosial media untuk membantu menangani keluhan. Kalu semua serba pakai aplikasi apa ga kepenuhan memori hpnya. Jadinya gercep via aplikasi saja. Bersyukur petugas di lapangan juga sigap dalam penanganan. Oh tambahan juga untuk profil akun bisa ditambahkan gender juga yg perempuan dipanggil bapak, yg laki-laki di panggil bu."
283,22 Januari 2023,3,Neutral,Irwanto Nawi,"Saya kasih bintang 3 dulu aja ya... Soalnya jaringan WiFi iconnet di wilayah saya blm tercover, mau daftar aja susah banget.. nunggu info berikutnya... Sampai sekarang blm ada informasi lanjutan"
